1;40850;2680
2;53270;3750
4;51010;7010
8;110790;14040
16;461980;24600
32;1703270;70580
64;3370850;103870
128;17193030;195210
256;106268910;439720
512;1018629480;1221070
1024;7692299050;2207750
2048;59346542270;4173930
